sample_id,true_x_m,true_y_m,t_gw1_ns,t_gw2_ns,t_gw3_ns,recov_x_m,recov_y_m,pos_error_m,solver_converged,solver_iters,solver_resnorm_s,gw1_x_m,gw1_y_m,gw2_x_m,gw2_y_m,gw3_x_m,gw3_y_m
1,499.5650613395836,-281.115175623348,862179133,862179143,862181056,498.2761023766394,-284.0055889741958,3.164791390741781,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
2,785.0440495948848,-33.43854044312093,821522723,821520830,821523249,784.6657150527764,-33.03629247254551,0.5522141392471018,False,100,1.1102230246251565e-16,0.0,0.0,1000.0,0.0,500.0,866.0254
3,-93.95323083614953,-189.0466280580738,529232472,529235473,529235813,-4.132275698817125,-127.43722427574323,108.91979900916512,False,100,5.1615439120922966e-08,0.0,0.0,1000.0,0.0,500.0,866.0254
4,1139.858509372541,191.8667429735085,490229424,490226350,490228675,1142.7530063880522,188.7821781487874,4.229970819132205,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
5,9.712961483032132,276.20735771054717,894172516,894175026,894174157,9.4166721923044,275.55572333884334,0.7158314733132334,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
6,1016.5496324719206,-353.4108398883107,613332602,613330208,613333439,1011.0111409564391,-352.9857867785992,5.55477798054395,True,10,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
7,271.85170603153017,1360.4066633584655,61523913,61524432,61521094,,,,False,100,1.8140031630445925e-07,0.0,0.0,1000.0,0.0,500.0,866.0254
8,435.0989046153968,814.2544156534345,104377715,104377936,104374914,436.68325107053704,812.6400025464036,2.2619644935473073,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
9,-144.25611335070238,-496.4642969582206,914545788,914548228,914549097,-167.02152726417543,-519.9481599410346,32.70712294359345,True,9,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
10,1.5666770353239485,-30.959608046907192,16983942,16987175,16987265,-83.86996555450284,-82.7091767163434,99.88712506872194,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
11,151.98270524765587,118.47802850535504,731230927,731233160,731233050,148.79624950245977,118.00244388608574,3.2217512235085364,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
12,-30.391345717263164,551.6016963065733,362623047,362625099,362623255,-29.456154958043378,552.2886178962772,1.160363316608783,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
13,-17.137507730698417,-8.136875680470382,239453976,239457302,239457304,1.4417167519169218,0.14082134626000659,20.339809498659378,True,5,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
14,71.92276387659996,59.47883889465197,621378004,621380798,621380742,71.48302480491935,59.144304265479136,0.5525249942566652,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
15,135.64094870988606,-161.6261775295481,736580015,736582242,736582949,135.6077381645783,-162.92237569432314,1.2966235470196454,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
16,1022.2599600617327,-436.5617915627073,940821670,940819429,940822639,1006.7701767120294,-418.33538174911723,23.919352058817946,True,10,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
17,461.1506397226294,758.2699246938678,603634049,603634192,603631466,461.0058724541039,759.1315192005887,0.8736719384574969,False,100,1.1102230246251565e-16,0.0,0.0,1000.0,0.0,500.0,866.0254
18,475.2860042778234,964.4977250706365,942363879,942363958,942360632,474.36774484485176,959.5884138236506,4.994450651075024,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
19,104.2191111014343,1154.1782447194719,826593742,826594746,826591512,110.20947124003118,1139.2068089824668,16.125393099622837,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
20,544.1387105876796,1171.7029998837488,347199054,347198928,347195778,549.1300496954268,1199.8326546578548,28.569055703661483,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
21,1015.487990577973,501.8283039606696,538787449,538785346,538785788,1013.1349524102799,498.4962882098245,4.07910744924677,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
22,-50.147173308719886,-233.64093352626236,544185282,544188070,544188587,-52.02416822785617,-236.901357889136,3.762110704442838,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
23,653.3038880957828,-153.75424219847173,283454097,283453122,283455302,653.7039711950699,-155.7244530088139,2.0104221257050328,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
24,613.3928398925618,76.64886184216778,288344990,288344255,288345593,611.5300366796608,76.76265939094489,1.866275888528251,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
25,620.6920214516674,1138.47620657303,484264099,484263775,484260763,609.3907598441916,1004.5086762645294,134.4433623905606,False,100,6.0695858395438186e-09,0.0,0.0,1000.0,0.0,500.0,866.0254
26,372.5868650165744,-151.33018734540724,15634953,15635763,15637033,372.74190732664385,-152.26430337309577,0.9468953855079647,True,6,3.469446951953614e-18,0.0,0.0,1000.0,0.0,500.0,866.0254
27,1050.7176059668873,1236.7946912505286,407412915,407411630,407409711,1056.0113306953704,1249.4391386442703,13.707865311347936,True,9,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
28,293.32824073764846,-309.17172390891153,865488522,865489683,865491090,290.92399121977655,-312.09522428331485,3.7851380666131087,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
29,130.21588909900095,1091.5941490291425,594320402,594321387,594318172,130.4033619824242,1096.239301287841,4.648933812016603,True,9,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
30,637.9241186542502,-487.9631428931138,382229827,382229162,382231681,640.6252280768783,-487.56192836840916,2.7307444420605718,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
31,1077.89257871764,1142.3517525726563,484121745,484120327,484118644,1075.851249214009,1139.532675844212,3.4805487704169162,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
32,769.9842836167896,1027.8954916058576,379610700,379609912,379607469,777.1441598516652,1031.2406747282546,7.902789243115732,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
33,623.2759302868184,705.181295729838,796900147,796899670,796897677,624.6214665416925,706.4321906994784,1.8371733827410757,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
34,164.4908723977648,413.0476502576006,761436362,761437979,761436753,166.63990094871713,412.936237391991,2.1519146217802363,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
35,970.0034140208552,-200.75424004729047,73804040,73801398,73804625,980.1782503024361,-209.2836915138742,13.27700401738975,False,100,1.3877787807814457e-17,0.0,0.0,1000.0,0.0,500.0,866.0254
36,-129.10099676438,-90.29462992394235,867875741,867879001,867879045,9.219918973429252,-9.869157495496292,160.00291355436272,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
37,573.9923361387753,490.14446351986294,328073030,328072681,328071790,573.4712557140657,490.3543688267402,0.5617695674124216,False,100,5.551115123125783e-17,0.0,0.0,1000.0,0.0,500.0,866.0254
38,-135.34456803738334,318.17685365944305,457236471,457239249,457238128,-130.66140869850008,314.806475336037,5.769872740039836,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
39,932.6908476797655,10.98743054345897,157658467,157655573,157658548,934.2568779032083,11.418014368227789,1.6241468809466815,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
40,158.34902384650945,385.19178642663564,975181507,975183200,975182079,159.37265020024995,385.7200237732666,1.151887844561158,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
41,579.1857161004522,-141.37160878151775,477904905,477904395,477906291,579.603137710628,-143.44240326230306,2.1124465868496274,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
42,1188.9020834576197,-189.48893775832664,58012731,58009611,58012910,1231.152898054805,-212.53498654314683,48.127452651455,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
43,805.4229880985781,1053.6265937704359,642388873,642388023,642385642,806.4907416092082,1057.7903924068144,4.298524938135189,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
44,40.07905599137044,529.0729153321045,627992091,627993984,627992233,38.500236738826594,528.0500035482355,1.8812279898462758,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
45,1153.2314098782601,1170.35159436601,922639727,922638184,922636655,1149.1435082743835,1162.4934095729488,8.857878287991666,True,9,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
46,502.5242267370933,-372.16662156532715,2170464,2170445,2172509,503.55917448355143,-374.74195084565594,2.775506753733021,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
47,-76.16968148768272,1020.1329096418804,380972445,380973975,380971025,-70.70758392599019,1012.4250815715512,9.44696370984885,True,10,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
48,747.578387564628,205.53475800959404,961315525,961314018,961315278,749.2640375582878,208.08665615321712,3.058365582554221,True,5,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
49,539.0640878634568,1322.2387340144194,445839507,445839401,445836264,544.6961133004306,1313.9742919860741,10.001035574509205,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
50,283.41305131736846,424.9100451929221,890040759,890041836,890040694,282.95229747572523,425.2618475775096,0.5797059775355621,False,100,1.5700924586837752e-16,0.0,0.0,1000.0,0.0,500.0,866.0254
51,-146.41281410948224,668.2319989039797,756603979,756606124,756603953,-146.62626922526812,668.1264415287366,0.23812905308548232,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
52,819.7525186650494,787.0656850559103,338389721,338388622,338387038,819.3655443332651,784.0507775383545,3.039640846033348,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
53,30.482025996507446,357.052923657835,582587269,582589518,582588385,31.51704542199372,356.33039032770716,1.262267651601487,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
54,93.39851391032147,68.56977793092278,471659156,471661794,471661756,95.2476775359742,66.8503296022705,2.525056171522186,True,5,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
55,-158.7308708544022,371.91524083788215,436613861,436616577,436615258,-163.22523880649942,373.292468116611,4.700648706946027,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
56,773.3784059447179,-451.3265476412744,468932963,468931660,468934470,775.6148201373355,-458.26549673125777,7.290443259111412,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
57,1181.0329126880263,-353.32708821540155,859867158,859864388,859867715,1125.4655473094583,-313.82358944811796,68.1781380647202,True,12,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
58,836.8583072056629,1301.6320126539142,372560380,372559606,372557069,810.064118001295,1205.3640017198366,99.92726607049329,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
59,650.7797220404649,141.67888858448316,59925255,59924285,59925493,651.7679695466759,143.13473060449954,1.7595764037908717,False,100,6.938893903907228e-18,0.0,0.0,1000.0,0.0,500.0,866.0254
60,747.9366924104364,-45.4668241879084,345545579,345543933,345546226,747.9913138279389,-44.04372362735551,1.424148413858588,False,100,5.551115123125783e-17,0.0,0.0,1000.0,0.0,500.0,866.0254
61,-42.83115588104633,1327.483452905869,68842680,68843875,68840625,-32.92443820828869,1308.0283872758914,21.832146795825217,True,9,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
62,286.49733589238974,1152.090868559579,824331878,824332438,824329115,292.8849770220062,1111.8086097236528,40.78556529123156,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
63,512.691784486635,393.39640425027926,694068633,694068557,694068050,514.496660299404,393.3759484535779,1.8049917282738677,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
64,384.77368136552093,-14.638889696366846,237699372,237700143,237701037,384.40523272794354,-10.073199113719589,4.5805332544373565,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
65,771.5760762310136,-43.8262888475129,952911186,952909390,952911789,770.9448811830084,-47.85998074702032,4.082778163062271,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
66,59.48070807769426,736.670749893859,929897639,929899146,929896709,66.83997416214056,729.8219943254352,10.053071676741293,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
67,165.26353670265763,431.2252335210037,316118102,316119699,316118396,164.5507307990213,430.9167892950144,0.7766788891201852,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
68,480.5492383499135,1142.2402394866863,897376613,897376655,897373393,484.48105632699185,1126.450918803264,16.27150393322099,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
69,768.9829324825588,19.64811440307176,631400400,631398611,631400796,768.4700534236304,20.15593374765892,0.7217516302885989,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
70,284.6411626614882,-11.77057188206436,835000501,835001936,835002559,284.8468501790142,-9.931301848134982,1.8507354247910732,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
71,1099.936917793299,935.4843722646208,51394359,51392685,51391546,1101.6740820865662,942.5115325920523,7.238696156714229,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
72,992.485289451949,948.2234648132417,300443637,300442220,300440727,992.2357467491764,946.2961124933507,1.9434398692771535,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
73,945.7021332771876,-483.5697859690927,519902702,519900784,519903906,949.6127425968414,-491.8574367143929,9.16395221108435,True,9,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
74,785.0858205581839,-91.71546612969973,878272544,878270694,878273246,784.1250039719107,-92.81783252836776,1.462320139152131,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
75,408.0898793204851,22.647154067640713,477954448,477955055,477955918,408.93188527281325,20.763472337222115,2.0633058147712355,True,6,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
76,-59.6431763113209,-218.1403401098719,71913543,71916396,71916858,-58.932113179199106,-218.00763444633657,0.7233405636332064,True,9,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
77,473.6068003797707,-231.81667134156191,318314947,318315096,318316841,475.4233292520239,-229.36559683889251,3.0508266685220966,False,100,5.551115123125783e-17,0.0,0.0,1000.0,0.0,500.0,866.0254
78,514.3450079335603,351.7256052967622,69528915,69528827,69528543,516.1439436872037,352.67475224098445,2.0339738856393725,True,4,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
79,260.74214700234296,163.40717843477648,892016818,892018317,892018264,260.60251684752933,164.20944359753875,0.814325470260661,True,5,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
80,743.7503641393794,-338.385311897547,88349910,88348603,88351283,742.8914470574266,-337.12327236424994,1.526591738899089,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
81,-144.5274337070123,236.78726363663372,907249705,907252691,907251799,-149.84005191340938,234.56806172706143,5.757496793085601,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
82,871.1398952270761,854.8569444329701,14310252,14309060,14307419,872.9949974285598,855.723074877939,2.04733634893047,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
83,884.4643883247677,-307.7985235126888,338651189,338649169,338652187,882.0406725157912,-306.1365629734466,2.938794167116959,True,9,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
84,709.0616049739285,65.48777241675077,665396418,665395045,665396810,707.843525671726,64.25456336355865,1.7333556344066607,True,5,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
85,-175.13876384325627,882.8121046943954,103318927,103320835,103318183,-180.71079905481042,885.7980874201429,6.321682468873429,True,9,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
86,-188.44602041278813,1105.934016869965,384637791,384639455,384636478,-177.26899684102426,1093.950946354013,16.386574837776312,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
87,442.89318879369876,513.3426748045531,391174100,391174371,391173033,441.67615732334286,513.4299591304754,1.2201574297558198,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
88,182.38503543356768,133.32661110549373,5410792,5412802,5412709,182.72291549246802,131.69704673427216,1.6642244362336536,True,5,8.673617379884035e-19,0.0,0.0,1000.0,0.0,500.0,866.0254
89,892.2834181319342,1111.21044931139,140310881,140309848,140307663,897.9067400078059,1125.4091096415307,15.271663435604095,False,100,2.7755575615628914e-17,0.0,0.0,1000.0,0.0,500.0,866.0254
90,-15.785364588624049,-30.640514245656618,94351821,94355098,94355158,-14.923701727346371,-29.89217692282679,1.1412587941590422,False,100,1.5843555165376296e-09,0.0,0.0,1000.0,0.0,500.0,866.0254
91,51.42290784594991,445.6672483343318,62712435,62714434,62712987,51.32307167685809,446.10174898230173,0.44582291747419545,False,100,1.962615573354719e-17,0.0,0.0,1000.0,0.0,500.0,866.0254
92,1174.0550950366126,840.547196147588,48875538,48873585,48872977,1171.8424461891177,837.2784755458559,3.9471951173596604,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
93,986.9405721158389,-405.33849776284217,713568303,713566097,713569287,988.5697519735053,-407.9236926213699,3.055725685526135,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
94,540.9788615335315,663.5822219912131,697221749,697221589,697219585,539.8752178359696,663.3698126506786,1.1238981889452533,True,5,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
95,808.7399815383823,-305.1540374789281,47485449,47483762,47486600,808.8469243408073,-302.454498256869,2.701656672196904,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
96,832.3886764157951,192.12462816974403,434823039,434821031,434822694,833.9518174187368,191.89233123856184,1.5803074572102584,False,100,5.551115123125783e-17,0.0,0.0,1000.0,0.0,500.0,866.0254
97,17.139341848714253,1291.2041055418035,763634918,763636022,763632748,9.53478930510045,1316.3784403766797,26.297839336474823,True,9,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
98,977.8251524596042,-65.66459430209102,324218054,324215029,324218278,973.0624472415723,-62.66089663845457,5.630769099190921,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
99,5.241416018003093,1137.2522556790398,285316854,285318108,285314948,-0.9965810367098249,1144.6809808501853,9.700441480830552,True,8,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
100,841.5025089454889,728.2106847002208,308694340,308693112,308691851,842.6709578996188,729.9694264637719,2.1115031492437266,True,7,0.0,0.0,0.0,1000.0,0.0,500.0,866.0254
